0.625,-146.94,0
1.25,-78.668,0
1.875,-171.33,0
2.5,-79.386,0
3.125,67.833,0
3.75,71.415,0
4.375,-70.138,0
5,145.51,0
5.625,104.82,0
6.25,12.256,0
6.875,19.598,0
7.5,-69.573,0
8.125,-52.568,0
8.75,53.707,0
9.375,75.102,0
10,84.652,0
10.625,39.418,0
11.25,-209.13,0
11.875,-92.469,0
12.5,-25.086,0
13.125,55.583,0
13.75,82.824,0
14.375,13.903,0
15,-80.08,1
15.625,24.594,1
16.25,-49.873,1
16.875,-15.416,1
17.5,49.38,1
18.125,-92.406,1
18.75,-120.14,1
19.375,82.536,1
20,-36.551,1
20.625,-87.106,1
21.25,104.21,1
21.875,-185.51,1
22.5,94.057,1
23.125,11.944,1
23.75,-143.62,1
24.375,69.13,1
25,-130.65,1
25.625,-35.052,1
26.25,-47.394,1
26.875,83.195,1
27.5,7.829,1
28.125,67.71,1
28.75,48.248,1
29.375,51.152,1
30,37.304,1
30.625,-20.048,1
31.25,-86.696,1
31.875,27.356,1
32.5,-22.836,1
33.125,-27.578,1
33.75,19.313,1
34.375,130.01,1
35,-3.543,1
35.625,-25.283,1
36.25,-45.257,1
36.875,-39.465,1
37.5,-42.006,1
38.125,-141.05,1
38.75,-6.36,1
39.375,14.548,1
40,-49.2,1
40.625,37.445,1
41.25,1.601,1
41.875,-31.329,1
42.5,114.6,1
43.125,-48.37,1
43.75,23.863,1
44.375,-82.086,1
45,58.067,1
45.625,-169.15,1
46.25,76.8,1
46.875,-1.433,1
47.5,-32.849,1
48.125,80.673,1
48.75,37.085,1
49.375,-22.572,1
50,-98.802,1
50.625,28.603,1
51.25,52.42,1
51.875,-122.19,1
52.5,24.983,1
53.125,-66.225,1
53.75,11.926,1
54.375,-10.165,1
55,-54.055,1
55.625,31.296,1
56.25,-72.182,1
56.875,50.814,1
57.5,164.09,1
58.125,13.48,1
58.75,86.547,1
59.375,88.86,1
60,-35.769,1
60.625,-12.814,1
61.25,-25.31,1
61.875,80.473,1
62.5,70.765,1
63.125,-14.774,1
63.75,-93.918,1
64.375,-62.292,1
65,73.118,1
65.625,35.291,1
66.25,25.293,1
66.875,88.682,1
67.5,-37.433,1
68.125,145.41,1
68.75,-38.56,1
69.375,-21.904,1
70,-120.25,1
70.625,-149.88,1
71.25,105.41,1
71.875,62.749,1
72.5,60.296,1
73.125,-89.488,1
73.75,54.07,1
74.375,-82.445,1
75,33.298,1
75.625,-84.701,1
76.25,-11.766,1
76.875,-50.813,1
77.5,24.105,1
78.125,-23.555,1
78.75,77.451,1
79.375,-33.313,1
80,-65.845,1
80.625,-11.423,1
81.25,59.626,1
81.875,-22.799,1
82.5,-45.227,1
83.125,182.82,1
83.75,112,1
84.375,-22.994,1
85,-14.856,1
85.625,133.5,1
86.25,-67.674,1
86.875,72.953,1
87.5,-55.894,1
88.125,-37.533,1
88.75,-203.17,1
89.375,77.105,1
90,-17.887,1
90.625,72.381,1
91.25,129.51,1
91.875,7.146,1
92.5,-16.88,1
93.125,-9.076,1
93.75,-67.645,1
94.375,98.742,1
95,39.23,1
95.625,41.452,1
96.25,52.177,1
96.875,-11.214,1
97.5,27.333,1
98.125,39.96,1
98.75,35.199,1
99.375,89.821,1
100,12.407,1
100.63,-17.93,1
101.25,188.95,1
101.88,115.32,1
102.5,46.518,1
103.13,16.413,1
103.75,-44.93,1
104.38,183.94,1
105,-19.855,1
105.63,41.337,1
106.25,-1.396,1
106.88,154.73,1
107.5,-56.977,1
108.13,27.07,1
108.75,108.88,1
109.38,181.01,1
110,-21.273,1
110.63,111.72,1
111.25,8.169,1
111.88,-19.664,1
112.5,-33.139,1
113.13,-70.53,1
113.75,-7.185,1
114.38,76.91,1
115,-35.937,1
115.63,-124.51,1
116.25,115.03,1
116.88,91.342,1
117.5,56.32,1
118.13,14.728,1
118.75,-12.621,1
119.38,-35.595,1
120,-54.896,1
120.63,65.124,1
121.25,-19.956,1
121.88,32.496,1
122.5,3.086,1
123.13,-9.228,1
123.75,56.587,1
124.38,108.74,1
125,48.668,1
125.63,-8.441,1
126.25,57.884,1
126.88,46.625,1
127.5,67.122,1
128.13,56.24,1
128.75,121.52,1
129.38,-126.14,1
130,-16.699,1
130.63,-236.09,1
131.25,91.351,1
131.88,-44.724,1
132.5,-72.138,1
133.13,-81.705,1
133.75,-105.86,1
134.38,63.519,1
135,141.7,1
135.63,-63.632,1
136.25,49.886,1
136.88,84.534,1
137.5,104.07,1
138.13,48.55,1
138.75,36.441,1
139.38,19.917,1
140,69.735,1
140.63,-15.748,1
141.25,36.845,1
141.88,-43.604,1
142.5,138.13,1
143.13,-6.308,1
143.75,48.471,1
144.38,-84.823,1
145,151.57,1
145.63,45.332,1
146.25,49.572,1
146.88,-80.663,1
147.5,8.248,1
148.13,25.795,1
148.75,-137.32,1
149.38,-60.92,1
150,-8.227,1
150.63,54.587,1
151.25,-34.956,1
