53.756,-4.1794e-05,0
53.757,-1.9638e-05,0
53.758,7.5532e-06,0
53.758,4.062e-05,0
53.759,8.3757e-05,0
53.759,0.00013411,0
53.76,0.00019051,0
53.76,0.00023415,0
53.761,0.00023885,0
53.761,0.00019857,0
53.762,0.00012337,0
53.762,2.6017e-05,0
53.763,-5.6565e-05,0
53.763,-0.00010373,0
53.764,-0.00014049,0
53.764,-0.00019437,0
53.765,-0.00026252,0
53.765,-0.00032361,0
53.766,-0.00034543,0
53.766,-0.00030398,0
53.767,-0.00021753,0
53.767,-0.00012723,0
53.768,-5.9419e-05,0
53.768,-9.2317e-06,0
53.769,4.2802e-05,0
53.769,0.00010188,0
53.77,0.00015258,0
53.77,0.00018363,0
53.771,0.00019319,0
53.772,0.00018396,0
53.772,0.00014754,0
53.773,8.3085e-05,0
53.773,7.2175e-06,0
53.774,-4.7669e-05,0
53.774,-6.009e-05,0
53.775,-4.683e-05,0
53.775,-3.4409e-05,0
53.776,-2.4338e-05,0
53.776,-1.2924e-05,0
53.777,-4.3641e-06,0
53.777,8.3925e-07,0
53.778,1.091e-05,0
53.778,2.4674e-05,0
53.779,3.8773e-05,0
53.779,4.9012e-05,0
53.78,5.4887e-05,0
53.78,5.7404e-05,0
53.781,5.9083e-05,0
53.781,5.8915e-05,0
53.782,6.5965e-05,0
53.782,9.0471e-05,0
53.783,0.00011968,0
53.783,0.00013025,0
53.784,0.00012052,0
53.785,0.00010574,0
53.785,9.366e-05,0
53.786,8.1407e-05,0
53.786,6.6804e-05,0
53.787,5.5222e-05,0
53.787,4.8173e-05,0
53.788,3.743e-05,0
53.788,1.3428e-05,0
53.789,-1.8463e-05,0
53.789,-4.4312e-05,0
53.79,-4.8676e-05,0
53.79,-3.3066e-05,0
53.791,-8.2246e-06,0
53.791,1.4435e-05,0
53.792,2.1317e-05,0
53.792,5.8747e-06,0
53.793,-1.5106e-05,0
53.793,-2.1149e-05,0
53.794,-1.6953e-05,0
53.794,-1.4603e-05,0
53.795,-1.796e-05,0
53.795,-1.8967e-05,0
53.796,-9.0639e-06,0
53.796,7.8889e-06,0
53.797,2.2492e-05,0
53.797,2.6688e-05,0
53.798,1.8631e-05,0
53.799,3.6927e-06,0
53.799,-1.0575e-05,0
53.8,-1.6785e-05,0
53.8,-1.7792e-05,0
53.801,-2.3163e-05,0
53.801,-2.7863e-05,0
53.802,-1.7792e-05,0
53.802,1.0575e-05,0
53.803,5.153e-05,0
53.803,9.0303e-05,0
53.804,0.00010726,0
53.804,9.7185e-05,0
53.805,7.2343e-05,0
53.805,5.0858e-05,0
53.806,4.0452e-05,0
53.806,4.6159e-05,0
53.807,6.5965e-05,0
53.807,8.6442e-05,0
53.808,9.6345e-05,0
53.808,9.7185e-05,0
53.809,9.2821e-05,0
53.809,8.7785e-05,0
53.81,8.51e-05,0
53.81,6.8986e-05,0
53.811,3.4577e-05,0
53.812,-1.6785e-06,0
53.812,-1.8631e-05,0
53.813,-1.5946e-05,0
53.813,-1.2924e-05,0
53.814,-2.1988e-05,0
53.814,-3.9109e-05,0
53.815,-5.3376e-05,0
53.815,-6.1433e-05,0
53.816,-6.6133e-05,0
53.816,-7.0161e-05,0
53.817,-6.9825e-05,0
53.817,-5.539e-05,0
53.818,-2.1988e-05,0
53.818,1.1582e-05,0
53.819,2.031e-05,0
53.819,1.5274e-05,0
53.82,2.3499e-05,0
53.82,4.6159e-05,0
53.821,4.9348e-05,0
53.821,3.1724e-05,0
53.822,2.9038e-05,0
53.822,4.0116e-05,0
53.823,4.213e-05,0
53.823,3.2059e-05,0
53.824,1.796e-05,0
53.825,1.5274e-05,0
53.825,2.0981e-05,0
53.826,1.4603e-05,0
53.826,-1.8463e-06,0
53.827,-9.9031e-06,0
53.827,-3.0213e-06,0
53.828,2.182e-06,0
53.828,-8.2246e-06,0
53.829,-1.9638e-05,0
53.829,-2.182e-05,0
53.83,-2.6856e-05,0
53.83,-5.4551e-05,0
53.831,-9.2988e-05,0
53.831,-0.00011028,0
53.832,-0.00010256,0
53.832,-6.5965e-05,0
53.833,1.8463e-06,0
53.833,7.2679e-05,0
53.834,0.00011531,0
53.834,0.00012253,0
53.835,0.00010944,0
53.835,0.00010037,0
53.836,0.00011263,0
53.836,0.0001326,0
53.837,0.00012639,0
53.837,8.275e-05,0
53.838,2.5345e-05,0
53.839,-1.8463e-05,0
53.839,-3.592e-05,0
53.84,-3.0716e-05,0
53.84,-1.7792e-05,0
53.841,-1.3092e-05,0
53.841,-1.3092e-05,0
53.842,-1.091e-05,0
53.842,-2.031e-05,0
53.843,-3.3402e-05,0
